housing_type;district;rooms;is_studio;total_area;living_area;kitchen_area;floor;num_floors;bathrooms_type;num_loggia;num_balcony;kitchen_and_living;condition;ceiling_height;nearest_metro_st;minutes_to_metro;num_freight_lift;num_passenger_lift;parking_type;building_type;furniture;price;deal_type;house_completion_year;first_floor_is_com;playground
Новостройка;Московский;2;Нет;62,4;24;22,6;1;25;Раздельный;0;0;Да;Без отделки;2.7;Буревестник;16;1;1;Открытая;Кирпичный;Нет;9 172 800;Долевое участие (214-ФЗ);2029;Да;Да
Новостройка;Нижегородский;1;Нет;33,5;10,35;15,5;8;13;Совмещенный;0;0;Да;Без отделки;2.7;Нет;;1;1;Подземная;Монолитно-кирпичный;Нет;7 149 999;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Канавинский;3;Нет;62,2;29,2;9,9;10;25;Раздельный;1;0;Да;Предчистовая;3;Чкаловская;1;1;1;Подземная;Монолитно-кирпичный;Нет;11 907 900;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Нижегородский;4;Нет;132,1;67,2;31,5;2;9;Раздельный;0;0;Да;Без отделки;3;Горьковская;8;1;1;Подземная;Монолитный;Нет;36 988 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;3;Нет;76,6;44,3;15,5;13;24;Раздельный;0;0;Да;Без отделки;2.8;Нет;;1;1;Подземная;Панельный;Нет;13 095 180;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Нижегородский;2;Нет;64,6;29,5;17,7;7;14;Совмещенный;0;0;Да;Предчистовая;3 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;15 383 069;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;1;Да;28,5;12,6;6,97;22;32;Совмещенный;0;0;Да;Без отделки;2.6;Нет;;1;1;Подземная;Монолитный;Нет;9 279 999;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Сормовский;3;Нет;82,5;38,55;22,5;2;12;Раздельный;1;0;Да;Без отделки;2.8;Буревестник;27;1;1;Подземная, открытая;Кирпичный;Нет;16 800 000;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Автозаводский;2;Нет;64,7;24,4;22,9;5;8;Раздельный;0;2;Да;Предчистовая;3;Парк культуры;21;1;1;Открытая;Монолитно-кирпичный;Нет;11 255 130;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Сормовский;1;Нет;38,7;13,5;15,3;10;19;Совмещенный;0;0;Да;Без отделки;2.8;Нет;;1;1;Подземная;Монолитный;Нет;6 250 050;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Ленинский;1;Да;24;8,51;7,44;5;30;Совмещенный;0;0;Да;Без отделки;2.6;Ленинская ;7;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;6 029 999;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;3;Нет;105,1;48;26,1;9;12;Совмещенный;1;0;Да;Предчистовая;3 ;Нет;;1;2;Подземная, открытая;Монолитный;Нет;27 419 035;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Кстовский;1;Нет;35,6;11,1;17,8;15;15;Совмещенный;0;0;Да;Чистовая;2.6 ;Нет;;1;1;Открытая;Монолитный;Нет;6 874 360;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Московский;2;Нет;60,3;25,2;19,4;5;25;Раздельный;0;0;Да;Без отделки;2.8;Буревестник;16;1;1;Открытая;Кирпичный;Нет;9 587 700;Долевое участие (214-ФЗ);2029;Да;Да
Новостройка;Нижегородский;1;Да;29,8;18,21;5,07;6;13;Совмещенный;0;0;Да;Без отделки;2.7;Нет;;1;1;Подземная;Монолитно-кирпичный;Нет;6 929 999;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Нижегородский;2;Нет;73,2;31,1;17,2;5;9;Раздельный;0;0;Да;Без отделки;2.7;Горьковская;8;1;1;Подземная;Монолитный;Нет;22 692 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Ленинский;3;Нет;60,6;31,23;10,4;12;30;Раздельный;0;0;Да;Без отделки;2.7;Ленинская ;6;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;10 929 999;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Канавинский;2;Нет;70,8;34,3;18,3;3;24;Совмещенный;25,2;0;Да;Без отделки;2.7;Стрелка;4;1;1;Подземная, открытая;Монолитный;Нет;15 590 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Нижегородский;1;Нет;66;53,2;5,6;4;6;Совмещенный;0;1;Да;Без отделки;2.7 ;Горьковская;12;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;27 720 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Московский;1;Нет;40,8;12,2;20,7;5;20;Совмещенный;0;0;Да;Без отделки;2.7 ;Буревестник;16;1;1;Открытая;Кирпичный;Нет;6 895 200;Долевое участие (214-ФЗ);2029;Да;Да
Новостройка;Нижегородский;1;Нет;39,1;10,35;16,2;23;32;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная;Монолитный;Нет;16 179 999;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Нижегородский;2;Нет;70,3;28,9;25,7;11;13;Совмещенный;0;2;Да;Без отделки;2.7 ;Нет;;1;1;Подземная;Монолитно-кирпичный;Нет;14 579 999;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Сормовский;2;Нет;60,2;28,6;14,8;2;19;Раздельный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;8 428 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Кстовский;1;Нет;32,5;9,5;16;4;25;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;1;1;Открытая;Монолитный;Нет;5 278 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;2;Нет;69,9;31,6;19,1;4;19;Совмещенный;0;1;Да;Предчистовая;3 ;Нет;;1;2;Подземная, открытая;Монолитный;Нет;16 666 316;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Ленинский;1;Да;25,5;11,8;5,1;11;30;Совмещенный;0;0;Да;Без отделки;2.7 ;Ленинская ;18;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;6 579 999;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Канавинский;4;Нет;86;45,8;12;15;25;Раздельный;1;0;Да;Предчистовая;2.7 ;Чкаловская;1;1;1;Подземная;Монолитно-кирпичный;Нет;16 364 656;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Московский;2;Нет;62,8;24,4;22,5;8;25;Раздельный;0;0;Да;Без отделки;2.7 ;Буревестник;16;1;1;Открытая;Кирпичный;Нет;11 963 400;Долевое участие (214-ФЗ);2029;Да;Да
Новостройка;Нижегородский;3;Нет;131,2;109,9;4,8;6;6;Раздельный;0;1;Да;Без отделки;2.7 ;Горьковская;12;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;59 040 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Нижегородский;2;Нет;54,6;26,47;17,7;11;13;Раздельный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная;Монолитно-кирпичный;Нет;11 389 999;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Нижегородский;1;Нет;39,8;24,5;16,8;19;32;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная;Монолитный;Нет;15 639 999;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Нижегородский;2;Нет;56,4;20,7;19,3;4;11;Совмещенный;0;0;Да;Предчистовая;3 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;13 418 005;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;3;Нет;108,5;50,4;28,7;9;9;Раздельный;0;0;Да;Без отделки;2.7 ;Горьковская;8;1;1;Подземная;Монолитный;Нет;35 805 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Ленинский;1;Нет;44;37,6;9,6;5;15;Совмещенный;1;0;Да;Без отделки;2.7 ;Чкаловская;8;1;1;Подземная;Монолитный;Нет;7 518 870;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Сормовский;1;Да;28,3;16,51;2,7;7;16;Совмещенный;1;0;Да;Без отделки;2.7 ;Буревестник;27;1;1;Подземная, открытая;Кирпичный;Нет;5 925 000;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Нижегородский;3;Нет;130,4;98;8,4;3;6;Раздельный;0;1;Да;Без отделки;2.7 ;Горьковская;12;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;52 160 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Нижегородский;1;Да;28;19,9;4,4;8;20;Совмещенный;1;0;Да;Чистовая;2.7 ;Нет;;1;1;Открытая;Монолитно-кирпичный;Нет;10 252 800;Свободная продажа;2025;Да;Да
Новостройка;Ленинский;3;Нет;59,9;31,23;10;19;30;Раздельный;0;0;Да;Без отделки;2.7 ;Ленинская ;18;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;11 189 999;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;1;Да;28,5;12,16;6,96;23;32;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная;Монолитный;Нет;9 499 999;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Канавинский;1;Да;29,5;9,3;10,5;13;25;Раздельный;0;0;Да;Предчистовая;2.7 ;Чкаловская;1;1;1;Подземная;Монолитно-кирпичный;Нет;8 383 916;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Нижегородский;2;Нет;58,1;25;14,7;12;19;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;8 569 750;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;2;Нет;61,8;24,7;21,5;3;19;Совмещенный;0;1;Да;Предчистовая;3 ;Нет;;1;2;Подземная, открытая;Монолитный;Нет;15 826 539;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Кстовский;2;Нет;60,6;23;18,8;18;25;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;1;1;Открытая;Монолитный;Нет;8 126 460;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Сормовский;3;Нет;96,5;42,11;29,6;7;16;Раздельный;1;0;Да;Без отделки;2.7 ;Буревестник;27;1;1;Подземная, открытая;Кирпичный;Нет;15 650 000;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Автозаводский;2;Нет;60,5;26,6;24,5;1;8;Совмещенный;0;0;Да;Предчистовая;2.7 ;Парк культуры;21;1;1;Открытая;Монолитно-кирпичный;Нет;10 023 320;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Нижегородский;2;Нет;54,5;26,45;17,7;13;13;Раздельный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная;Монолитно-кирпичный;Нет;12 229 999;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Нижегородский;2;Нет;112,4;56,2;14,9;23;25;Раздельный;1;0;Да;Без отделки;2.7 ;Нет;;2;4;Подземная, открытая;Монолитно-кирпичный;Нет;39 884 250;Свободная продажа;2023;Да;Да
Новостройка;Ленинский;1;Нет;35,7;14,7;9,7;4;14;Совмещенный;1;0;Да;Чистовая;2.7 ;Пролетарская;14;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;6 389 790;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Сормовский;1;Нет;41;12,4;18,7;7;12;Совмещенный;1;0;Да;Чистовая;2.7 ;Нет;;1;1;Открытая;Монолитный;Нет;6 200 000;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Канавинский;3;Нет;59,5;35,1;8,2;2;21;Раздельный;0;0;Да;Предчистовая;2.8 ;Нет;;1;1;Подземная;Монолитно-кирпичный;Нет;8 500 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Канавинский;3;Нет;75,1;44,7;11,6;8;9;Раздельный;1;0;Да;Предчистовая;2.7 ;Нет;;1;1;Открытая;Монолитный;Нет;8 199 000;Свободная продажа;2025;Да;Да
Новостройка;Советский;1;Нет;33,7;22,5;3,7;4;16;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;2;Открытая;Монолитно-кирпичный;Нет;8 140 000;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Канавинский;3;Нет;75,1;44,7;11,6;3;9;Раздельный;1;0;Да;Предчистовая;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;8 200 000;Свободная продажа;2025;Да;Да
Новостройка;Нижегородский;2;Нет;68,4;42;13,6;5;13;Раздельный;1;0;Да;Предчистовая;2.7 ;Горьковская;2;1;1;Подземная;Блочный;Нет;13 680 000;Свободная продажа;2025;Да;Да
Новостройка;Кстовский;2;Нет;46,3;21,2;15,2;2;25;Раздельный;0;0;Да;Чистовая;2.7 ;Нет;;1;2;Подземная;Монолитный;Нет;7 190 000;Свободная продажа;2025;Да;Да
Новостройка;Советский ;2;Нет;67,6;38;19;8;16;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Открытая;Монолитный;Нет;12 500 000;Свободная продажа;2013;Да;Да
Новостройка;Советский ;1;Нет;35,6;13,6;12,9;1;25;Совмещенный;1;0;Да;Чистовая;2.5 ;Нет;;1;4;Открытая;Монолитный;Нет;6 699 000;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Канавинский;1;Нет;20,9;11,2;4,8;19;22;Совмещенный;0;1;Да;Чистовая;2.7 ;Бурнаковская;30;1;1;Открытая;Блочный;Нет;4 900 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Нижегородский;2;Нет;67,8;42;10;6;24;Раздельный;1;0;Да;Предчистовая;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;13 500 000;Свободная продажа;2025;Да;Да
Новостройка;Советский;2;Нет;58,1;26,2;18,7;25;26;Раздельный;1;0;Да;Чистовая;2.6 ;Нет;;1;1;Открытая;Блочный;Нет;9 599 000;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Канавинский;2;Нет;49,3;29,5;9;18;21;Совмещенный;1;0;Да;Предчистовая;2.8 ;Нет;;1;1;Подземная;Монолитно-кирпичный;Нет;7 899 836;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Нижегородский;1;Нет;40;23;7,7;4;13;Совмещенный;1;0;Да;Без отделки;2.8 ;Горького;4;1;1;Подземная;Монолитный;Нет;10 800 000;Свободная продажа;2025;Да;Да
Новостройка;Канавинский;1;Нет;30,6;15,5;9,3;10;21;Совмещенный;1;0;Да;Предчистовая;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;6 100 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Нижегородский;2;Нет;77,8;42,6;16,8;11;13;Раздельный;1;0;Да;Без отделки;2.7 ;Горького;4;1;1;Подземная ;Монолитный;Нет;20 800 000;Свободная продажа;2025;Да;Да
Новостройка;Канавинский;1;Нет;35,5;10,6;14,9;24;27;Совмещенный;1;0;Да;Предчистовая;2.7 ;Чкаловская;16;2;1;Открытая;Монолитно-кирпичный;Нет;6 690 000;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Кстовский;2;Нет;46,3;21,2;15,2;2;15;Раздельный;0;0;Да;Чистовая;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;7 200 000;Свободная продажа;2025;Да;Да
Новостройка;Ленинский;1;Нет;34,8;14,7;10,3;7;14;Совмещенный;1;0;Да;Чистовая;2.7 ;Пролетарская;14;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;6 501 990;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Канавинский;1;Нет;39;10,6;17,3;6;27;Раздельный;1;0;Да;Предчистовая;2.7 ;Чкаловская;16;2;1;Открытая;Монолитно-кирпичный;Нет;7 230 000;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Московский;2;Нет;64,1;28,8;17,8;2;7;Раздельный;0;1;Да;Предчистовая;2.7 ;Буревестник;12;1;1;Открытая;Кирпичный;Нет;11 410 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Советский;1;Нет;39,7;11,1;19,8;15;19;Совмещенный;0;0;Да;Чистовая;2.7 ;Горьковская ;17;1;1;Подземная;Панельный;Нет;11 200 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Советский;2;Нет;51,6;25,8;12,7;7;19;Совмещенный;0;0;Да;Чистовая;2.7 ;Горьковская;17;1;1;Подземная;Панельный;Нет;10 877 050;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Канавинский;1;Да;24,8;14,4;7,2;27;27;Совмещенный;1;0;Да;Предчистовая;2.7 ;Чкаловская;16;2;1;Открытая;Монолитно-кирпичный;Нет;5 320 000;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Автозаводский;1;Нет;38;11,9;13,4;7;17;Совмещенный;0;1;Да;Чистовая;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;6 250 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Московский;2;Нет;66,3;33,4;13,7;3;7;Раздельный;1;0;Да;Предчистовая;2.7 ;Буревестник;12;1;1;Открытая;Кирпичный;Нет;11 500 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Автозаводский;3;Нет;81,6;43,2;16,2;4;10;Раздельный;1;0;Да;Чистовая;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;12 950 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Канавинский;2;Нет;55,5;23,6;16;7;27;Совмещенный;1;0;Да;Предчистовая;2.7 ;Чкаловская;16;2;1;Открытая;Монолитно-кирпичный;Нет;9 260 000;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Советский;3;Нет;87;45,5;18,6;10;16;Раздельный;0;0;Да;Предчистовая;2.7 ;Нет;;2;1;Подземная;Блочный;Нет;17 000 000;Свободная продажа;2025;Да;Да
Новостройка;Кстовский;2;Нет;56,1;23,2;15;20;25;Раздельный;0;0;Да;Чистовая;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;7 567 890;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Нижегородский;2;Нет;59,3;28,6;14,8;15;19;Раздельный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;8 895 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Ленинский;1;Да;24;8,5;7,44;15;30;Совмещенный;0;0;Да;Без отделки;2.7 ;Ленинская ;18;1;1;Подземная, открытая;Монолитный;Нет;5 900 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Советский;2;Нет;71,6;41,5;15;15;17;Совмещенный;1;0;Да;Предчистовая;2.7 ;Горьковская;30;1;1;Подземная, открытая;Монолитный;Нет;12 830 000;Свободная продажа;2022;Да;Да
Новостройка;Нижегородский;2;Нет;59,4;28,4;18,5;3;19;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;8 494 200;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;2;Нет;68,4;40;13,5;4;12;Раздельный;1;0;Да;Без отделки;2.7 ;Горьковская;1;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;15 150 000;Свободная продажа;2025;Да;Да
Новостройка;Кстовский;1;Нет;32,5;9,5;15,7;17;25;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;1;1;Открытая;Монолитный;Нет;5 330 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Московский;1;Нет;41,3;11,47;15,6;2;11;Совмещенный;0;0;Да;Предчистовая;2.7 ;Московская;11;1;1;Открытая;Монолитно-кирпичный;Нет;8 004 440;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Московский;2;Нет;68,6;34;17,6;3;7;Раздельный;0;1;Да;Предчистовая;2.7 ;Буревестник;12;1;1;Открытая;Кирпичный;Нет;12 210 000;Свободная продажа;2025;Да;Да
Новостройка;Московский;3;Нет;70,3;37,3;18,5;17;21;Совмещенный, Раздельный;0;0;Да;Без отделки;3 ;Бурнаковская;17;1;3;Открытая;Монолитно-кирпичный;Нет;11 904 200;Свободная продажа;2026;Да;Да
Новостройка;Нижегородский;1;Нет;37,4;11,2;17,9;13;24;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная;Монолитный;Нет;7 499 999;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Кстовский;2;Нет;49;22;16,2;7;16;Раздельный;0;1;Да;Чистовая;2.7 ;Нет;;1;1;Открытая;Монолитный;Нет;7 600 000;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Нижегородский;2;Нет;70,2;41;13,5;10;13;Совмещенный;1;0;Да;Без отделки;2.7 ;Горького;4;1;1;Подземная;Монолитный;Нет;15 200 000;Свободная продажа;2025;Да;Да
Новостройка;Канавинский;1;Да;22,5;13,1;5,2;2;24;Совмещенный;1;0;Да;Предчистовая;2.7 ;Чкаловская;10;2;2;Подземная, открытая;Монолитно-кирпичный;Нет;4 860 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Кстовский;1;Нет;33,7;11,1;13,3;21;25;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;5 250 460;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Канавинский;1;Нет;42,4;11,9;19,6;27;27;Совмещенный;1;0;Да;Предчистовая;2.7 ;Чкаловская;16;2;1;Открытая;Монолитно-кирпичный;Нет;7 330 000;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Автозаводский;1;Нет;38,4;16,9;11,1;6;8;Совмещенный;0;1;Да;Предчистовая;2.7 ;Парк культуры;21;1;1;Открытая;Монолитно-кирпичный;Нет;7 000 704;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Нижегородский;1;Нет;44,4;10,7;6,3;13;32;Совмещенный;1;0;Да;Предчистовая;2.7 ;Нет;;1;1;Подземная;Монолитный;Нет;11 790 000;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Московский;2;Нет;52,1;25,66;11,1;3;11;Раздельный;0;0;Да;Предчистовая;2.7 ;Московская;11;1;1;Открытая;Монолитно-кирпичный;Нет;10 161 450;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Советский;1;Нет;40,1;14,2;15,4;8;18;Совмещенный;0;0;Да;Без отделки;2.7 ;Горьковская;27;1;1;Подземная;Монолитный;Нет;8 947 994;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Советский;2;Нет;53;25,7;12,7;4;18;Совмещенный;0;0;Да;Чистовая;2.7 ;Горьковская;17;1;1;Подземная;Панельный;Нет;10 964 790;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;1;Нет;38,9;14,6;13,4;2;19;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;6 029 500;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Советский;1;Нет;38;12,4;15,49;2;18;Совмещенный;0;0;Да;Чистовая;2.7 ;Горьковская;17;1;1;Подземная;Панельный;Нет;8 925 195;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;2;Нет;59,6;28,4;18,5;2;19;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;8 344 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;2;Нет;58,1;25;14,7;10;19;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;8 511 650;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Канавинский;2;Нет;59,9;27,2;16,1;4;27;Раздельный;1;0;Да;Предчистовая;2.7 ;Чкаловская;16;2;1;Открытая;Монолитно-кирпичный;Нет;9 660 000;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Кстовский;2;Нет;56,1;23,2;15;17;25;Совмещенный;0;0;Да;Чистовая;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;7 514 595;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Приокский;2;Нет;68,8;32,4;16;17;18;Совмещенный, Раздельный;1;0;Да;Без отделки;2.8 ;Нет;;1;1;Открытая;Монолитный;Нет;14 470 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Ленинский;2;Нет;43,9;20,94;10,5;19;30;Совмещенный;0;0;Да;Без отделки;2.7 ;Ленинская ;18;1;1;Подземная, открытая;Монолитно-кирпичный;Нет;9 139 999;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;1;Нет;39,4;14,5;13,4;2;19;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;6 107 000;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Нижегородский;2;Нет;54,3;22,6;13,58;2;24;Раздельный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная;Панельный;Нет;9 436 578;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Советский;1;Нет;45,4;16;14,2;5;19;Совмещенный;1;0;Да;Чистовая;2.7 ;Горьковская;15;1;2;Открытая;Монолитно-кирпичный;Нет;12 300 000;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Канавинский;1;Да;43;30,08;6;2;12;Совмещенный;0;0;Да;Без отделки;2.7 ;Ленинская ;4;1;1;Открытая;Монолитно-кирпичный;Нет;8 640 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Кстовский;2;Нет;49,3;20,8;12,3;11;25;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;7 049 900;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Кстовский;1;Нет;33,7;11,1;13,3;25;25;Совмещенный;0;0;Да;Чистовая;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;5 282 475;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Канавинский;1;Да;24,7;9;6,3;7;17;Совмещенный;0;1;Да;Предчистовая;2.7 ;Чкаловская;1;1;1;Подземная;Монолитный;Нет;6 800 000;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Нижегородский;1;Нет;39,2;14,5;13,4;3;19;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1;1;Подземная, открытая;Монолитный;Нет;6 193 600;Долевое участие (214-ФЗ);2028;Да;Да
Новостройка;Приокский;2;Нет;65,4;30,4;17,5;4;17;Раздельный;1;0;Да;Предчистовая;2.7 ;Нет;;1;1;Подземная;Монолитно-кирпичный;Нет;11 880 000;Долевое участие (214-ФЗ);2027;Да;Да
Новостройка;Нижегородский;1;Нет;36,1;16,3;11,2;3;12;Совмещенный;0;0;Да;Без отделки;3 ;Горьковская;19;1;2;Подземная;Монолитный;Нет;10 900 000;Долевое участие (214-ФЗ);2026;Да;Да
Новостройка;Приокский;2;Нет;48,5;25,4;10,6;3;4;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;1;1;Открытая;Монолитный;Нет;6 475 000;Долевое участие (214-ФЗ);2025;Да;Да
Новостройка;Кстовский;1;Нет;33,7;11,1;13,3;19;25;Совмещенный;0;0;Да;Чистовая;2.7 ;Нет;;1;1;Открытая;Панельный;Нет;5 250 460;Долевое участие (214-ФЗ);2026;Да;Да
