housing_type;district;rooms;is_studio;total_area;living_area;kitchen_area;floor;num_floors;bathrooms_type;num_loggia;num_balcony;kitchen_and_living;condition;ceiling_height;nearest_metro_st;minutes_to_metro;num_freight_lift;num_passenger_lift;parking_type;building_type;furniture;price;deal_type;house_completion_year;first_floor_is_com;playground
Новостройка;Нижегородский;1;Нет;32,92293772;10,50889591;14,98045722;7,733994828;12,72160294;Совмещенный;0;0;Да;Без отделки;2.7;Нет;;1,017644075;0,999486059;Подземная;Монолитно-кирпичный;Нет;6 929 957;Долевое участие (214-ФЗ);1984,157419;Да;Да
Новостройка;Нижегородский;4;Нет;137,6489357;69,74991939;32,32513719;2,08007087;8,640098095;Раздельный;0;0;Да;Без отделки;3;Горьковская;8;0,987783588;0,964280628;Подземная;Монолитный;Нет;35 875 026;Долевое участие (214-ФЗ);1967,795075;Да;Да
Новостройка;Канавинский;1;Нет;30,24854981;14,99010958;9,190190516;3,973089007;21,87132388;Совмещенный;0;0;Да;Предчистовая;2.8 ;Нет;;0,968862078;0,98819344;Подземная;Монолитно-кирпичный;Нет;6 698 616;Долевое участие (214-ФЗ);2038,867355;Да;Да
Новостройка;Нижегородский;2;Нет;113,1234026;58,21387372;15,62276049;23,40230911;25,13018969;Раздельный;1;0;Да;Без отделки;2.7 ;Нет;;2,012958491;4,007766826;Подземная, открытая;Монолитно-кирпичный;Нет;40 107 311;Свободная продажа;2087,804231;Да;Да
Вторичка;Нижегородский;1;Нет;32,43512882;16,08888906;5,790535305;2,010397316;8,871215254;Совмещенный;0;0;Нет;Косметический;2.5 ;Горьковская;7;1,041237045;0,987045115;Открытая;Кирпичный;Да;8 087 432;Свободная продажа;2064,243577;Нет;Да
Вторичка;Автозаводский;2;Нет;43,15038914;39,55451916;5,13945487;0,974215305;5,199733494;Совмещенный;0;0;Нет;Косметический;2.5 ;Парк культуры;20;0;0;Открытая;Панельный;Да;4 856 237;Альтернативная;1976,504093;Нет;Да
Вторичка;Московский;1;Нет;30,19443945;25,08003243;4,798559064;6,824588969;10,21698707;Совмещенный;0;0;Нет;Косметический;2.7 ;Бурнаковская ;20;0,961484135;1,005437668;Открытая;Панельный;Да;5 723 801;Свободная продажа;1993,992338;Нет;Да
Новостройка;Канавинский;3;Нет;58,47168809;36,62956093;8,389571146;2,001965877;20,36701108;Раздельный;0;0;Да;Предчистовая;2.8 ;Нет;;0,973404321;0,951686148;Подземная;Монолитно-кирпичный;Нет;8 432 912;Долевое участие (214-ФЗ);2076,699782;Да;Да
Вторичка;Нижегородский;2;Нет;38,50151157;23,89738853;4,701081563;7,132211341;6,774441447;Совмещенный;0;0;Нет;Косметический;2.6 ;Горьковская;3;0;1,01319781;Открытая;Кирпичный;Нет;9 457 559;Альтернативная;1962,568276;Нет;Нет
Новостройка;Ленинский;2;Нет;44,52875929;21,87590773;10,13328238;21,40779024;29,44651415;Совмещенный;0;0;Да;Без отделки;2.7 ;Ленинская ;18;1,012058311;1,021016293;Подземная, открытая;Монолитно-кирпичный;Нет;8 848 654;Долевое участие (214-ФЗ);1997,204553;Да;Да
Вторичка;Нижегородский;2;Нет;40,96315216;25,11697072;4,922693084;7,172664892;7,053580893;Совмещенный;0;0;Нет;Косметический;2.6 ;Горьковская;3;0;0,955140313;Открытая;Кирпичный;Нет;9 764 319;Альтернативная;1968,920821;Нет;Нет
Вторичка;Ленинский;1;Нет;31,33253154;17,27005892;5,822382445;9,258027506;8,802472189;Совмещенный;0;1;Нет;Косметический;2.5 ;Ленинская;9;0;1,045259056;Открытая;Панельный;Да;5 184 079;Свободная продажа;1967,177566;Нет;Да
Вторичка;Ленинский;1;Нет;36,71698507;18,50005188;8,217882596;7,088315213;9,984156722;Совмещенный;1;0;Нет;Евро;2.8 ;Двигатель революции;14;0;0,99712754;Открытая;Кирпичный;Нет;8 249 917;Свободная продажа;2108,512466;Нет;Нет
Новостройка;Канавинский;2;Нет;61,31283785;26,58104098;15,67513739;3,813280727;26,50856295;Раздельный;1;0;Да;Предчистовая;2.7 ;Чкаловская;16;1,910001099;0,967328535;Открытая;Монолитно-кирпичный;Нет;9 824 154;Долевое участие (214-ФЗ);1992,894023;Да;Да
Вторичка;Нижегородский;1;Нет;45,35621228;30,43373463;11,73098509;1,963102113;4,914244057;Совмещенный;1;0;Нет;Требует ремонта;2.6 ;Нет;;0;0,98896722;Подземная;Кирпичный;Нет;13 595 523;Свободная продажа;2085,080081;Нет;Да
Новостройка;Нижегородский;1;Да;28,73875815;19,07075587;4,549263711;7,735719666;19,61319823;Совмещенный;1;0;Да;Чистовая;2.7 ;Нет;;0,959825653;1,010963817;Открытая;Монолитно-кирпичный;Нет;10 258 426;Свободная продажа;1960,816781;Да;Да
Новостройка;Кстовский;2;Нет;48,68910304;19,85230455;13,1133657;1,943477577;26,04388808;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;0,963838181;0,986738905;Открытая;Панельный;Нет;8 132 541;Долевое участие (214-ФЗ);2073,270769;Да;Да
Новостройка;Нижегородский;2;Нет;80,37876754;42,39318233;18,78096732;7,335215006;11,48573754;Совмещенный, Раздельный;1;0;Да;Без отделки;2.7 ;Горьковская;1;2,083612999;2,012719457;Подземная, открытая;Монолитно-кирпичный;Нет;25 294 568;Свободная продажа;2053,566304;Да;Да
Вторичка;Ленинский;2;Нет;48,57882654;31,14518071;9,291092034;6,18354407;8,822313179;Совмещенный;1;0;Нет;Евро;2.6 ;Заречная ;7;0;0,956463274;Открытая;Кирпичный;Да;7 047 978;Свободная продажа;2015,592424;Нет;Да
Вторичка;Ленинский;1;Нет;39,68733463;18,84059111;8,155334836;7,287321284;10,12671676;Совмещенный;1;0;Нет;Евро;2.8 ;Двигатель революции;14;0;0,977748024;Открытая;Кирпичный;Нет;7 583 525;Свободная продажа;2075,482423;Нет;Нет
Вторичка;Автозаводский;3;Нет;58,71195779;43,17289905;5,401580429;4,899844441;5,016648035;Раздельный;0;1;Нет;Евро;2.6 ;Нет;;0;0;Открытая;Кирпичный;Да;4 805 208;Свободная продажа;1977,246877;Нет;Да
Новостройка;Нижегородский;1;Нет;37,70814115;15,2834584;13,49465847;3,076822487;18,40199773;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1,00215055;1,003653347;Подземная, открытая;Монолитный;Нет;6 192 330;Долевое участие (214-ФЗ);1985,637442;Да;Да
Новостройка;Нижегородский;2;Нет;77,53343577;43,90601532;16,80878502;11,04463626;12,58191932;Раздельный;1;0;Да;Без отделки;2.7 ;Горького;4;1,012835627;1,016378139;Подземная ;Монолитный;Нет;21 697 727;Свободная продажа;1970,093729;Да;Да
Вторичка;Московский ;1;Нет;22,36215598;12,33146596;5,094723484;6,09334251;9,049344136;Совмещенный;0;0;Нет;Косметический;2.6;Бурнаковская ;10;0;1,018817254;Открытая;Кирпичный;Нет;3 747 308;Свободная продажа;1979,725611;Нет;Да
Вторичка;Ленинский;1;Нет;33,272336;21,70119083;9,012072313;1,961513443;9,873599508;Совмещенный;1;0;Нет;Косметический;2.6;Нет;;0;0,959131306;Открытая;Панельный;Да;5 583 871;Свободная продажа;2027,817091;Нет;Да
Вторичка;Советский;1;Нет;29,23701797;19,83496089;5,431785757;1,0192805;5,118910969;Совмещенный;0;0;Нет;Евро;2.5 ;Нет;;0;0;Открытая;Панельный;Да;5 132 896;Свободная продажа;1976,634892;Нет;Нет
Новостройка;Московский;1;Нет;41,52890208;12,3001501;19,94522902;7,219405262;19,84513839;Совмещенный;0;0;Да;Без отделки;2.7 ;Буревестник;16;0,98745097;0,988201698;Открытая;Кирпичный;Нет;7 870 089;Долевое участие (214-ФЗ);1987,067712;Да;Да
Новостройка;Кстовский;1;Нет;32,85140661;9,138028382;15,53148148;3,804896186;25,92710078;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;1,033387269;0,972366226;Открытая;Монолитный;Нет;5 468 583;Долевое участие (214-ФЗ);1937,141803;Да;Да
Вторичка;Приокский;1;Нет;40,09054211;17,04477527;9,588612656;10,38038511;15,56982185;Совмещенный;0;1;Нет;Евро;2.6;Нет;;1,00898091;0,962517609;Открытая;Монолитный;Да;8 324 583;Свободная продажа;2026,143968;Нет;Нет
Вторичка;Советский;1;Нет;29,17926283;21,41546953;6,878469408;5,022329454;5,159022442;Совмещенный;0;0;Нет;Дизайнерский;2.6;Нет;;0;0,994231879;Открытая;Кирпичный;Да;5 136 178;Свободная продажа;1977,542024;Нет;Нет
Вторичка;Автозаводский;3;Нет;51,91915033;46,79245569;5,665628729;4,068930137;5,00766331;Раздельный;0;1;Нет;Требует ремонта;2.5 ;Нет;;0;0;Открытая;Панельный;Нет;5 659 061;Свободная продажа;2032,238598;Нет;Нет
Новостройка;Нижегородский;1;Да;28,25898105;12,1018861;6,62179581;22,45461241;33,12534462;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;0,96861571;1,036807939;Подземная;Монолитный;Нет;9 436 673;Долевое участие (214-ФЗ);2109,719165;Да;Да
Вторичка;Сормовский;1;Нет;43,19011073;15,98301483;11,4240014;11,49809239;12,10384834;Совмещенный;1;0;Нет;Дизайнерский;2.6 ;Нет;;1,015432602;0,953866695;Открытая;Панельный;Да;5 797 786;Альтернативная;2027,302118;Нет;Да
Вторичка;Сормовский;2;Нет;43,35512561;28,20200583;6,973727073;1,04843694;9,014999476;Раздельный;1;0;Нет;Косметический;2.6;Нет;;0;1,027505555;Открытая;Панельный;Да;5 947 741;Альтернативная;2088,835551;Нет;Да
Вторичка;Московский;2;Нет;68,97645993;33,21904263;11,67194362;8,333326802;9,822071011;Совмещенный;1;0;Нет;Евро;2.6 ;Московская;3;0,981871913;0;Открытая;Кирпичный;Да;11 665 933;Альтернативная;2037,916647;Нет;Да
Новостройка;Кстовский;1;Нет;41,52499226;16,16896474;13,55827874;2,04277809;23,7565868;Совмещенный;0;0;Да;Чистовая;2.7 ;Нет;;1,022665347;1,0485649;Открытая;Панельный;Нет;7 300 234;Долевое участие (214-ФЗ);1985,836016;Да;Да
Вторичка;Нижегородский;2;Нет;38,85134468;24,97035672;4,606397604;6,728086126;7,126366975;Совмещенный;0;0;Нет;Косметический;2.6 ;Горьковская;3;0;0,998552506;Открытая;Кирпичный;Нет;10 092 732;Альтернативная;1974,044227;Нет;Нет
Вторичка;Канавинский ;3;Нет;69,12422736;41,0973327;26,01772067;9,067424732;9,994511106;Совмещенный;0;1;Нет;Дизайнерский;2.7 ;Стрелка;16;0;1,029721547;Открытая;Кирпичный;Да;14 210 268;Свободная продажа;2022,741311;Нет;Да
Вторичка;Приокский;1;Нет;42,01996289;17,55335378;12,33100096;8,957599807;9,705858033;Совмещенный;1;0;Нет;Косметический;2.6 ;Нет;;1,009979389;1,045838463;Открытая;Кирпичный;Да;7 931 931;Альтернативная;2056,622714;Нет;Да
Вторичка;Канавинский ;1;Нет;32,05967893;17,5042086;7,616738416;6,28076008;9,050499604;Раздельный;0;1;Нет;Евро;2.7 ;Канавинская;10;0;1,047309588;Открытая;Панельный;Да;5 497 736;Альтернативная;2088,109548;Нет;Да
Вторичка;Приокский;1;Да;20,04507237;12,27102844;4,755418731;3,836871392;4,784659881;Совмещенный;0;0;Да;Евро;2.6 ;Нет;;0;0,998010665;Открытая;Кирпичный;Да;3 389 648;Свободная продажа;1874,86131;Нет;Нет
Вторичка;Приокский;1;Нет;29,50221242;17,9026336;6,243164832;1,935705381;9,115393666;Совмещенный;0;0;Нет;Косметический;2.5 ;Нет;;0;0,968224587;Открытая;Кирпичный;Нет;4 033 681;Свободная продажа;1969,182028;Нет;Да
Вторичка;Московский;4;Нет;60,13774738;47,97147282;6,784144257;3,988848346;3,971741891;Совмещенный;0;0;Нет;Косметический;2.9 ;Чкаловская;10;0;0;Открытая;Кирпичный;Да;5 478 224;Свободная продажа;1904,873596;Нет;Нет
Новостройка;Ленинский;1;Да;24,74900791;8,234811787;7,114379388;4,898000523;30,44384125;Совмещенный;0;0;Да;Без отделки;2.6;Ленинская ;7;0,987460217;0,983763596;Подземная, открытая;Монолитно-кирпичный;Нет;5 801 618;Долевое участие (214-ФЗ);2079,039283;Да;Да
Вторичка;Кстовский;1;Да;27,18670991;14,29630762;4,570383822;5,183153073;15,32149042;Совмещенный;0;0;Да;Косметический;2.6;Нет;;0,953277522;1,035790491;Открытая;Панельный;Нет;4 671 734;Свободная продажа;2007,020408;Да;Нет
Новостройка;Московский;1;Нет;42,95185991;12,51837273;20,80615991;5,17837122;25,30836859;Совмещенный;0;0;Да;Без отделки;2.7 ;Буревестник;16;0,983516485;1,027673089;Открытая;Кирпичный;Нет;6 847 610;Долевое участие (214-ФЗ);1952,665985;Да;Да
Новостройка;Нижегородский;1;Нет;63,61206063;54,0454094;5,543474566;3,957232863;5,813894197;Совмещенный;0;1;Да;Без отделки;2.7 ;Горьковская;12;1,006675427;1,024855358;Подземная, открытая;Монолитно-кирпичный;Нет;28 710 018;Долевое участие (214-ФЗ);2044,348882;Да;Да
Новостройка;Канавинский;4;Нет;83,12589673;44,03240681;11,70757422;14,81613679;24,09677583;Раздельный;1;0;Да;Предчистовая;2.7 ;Чкаловская;1;0,993020056;1,002866132;Подземная;Монолитно-кирпичный;Нет;16 709 668;Долевое участие (214-ФЗ);2010,375337;Да;Да
Новостройка;Нижегородский;3;Нет;135,1240017;100,986729;8,411996108;3,122328241;6,128196491;Раздельный;0;1;Да;Без отделки;2.7 ;Горьковская;12;1,036235088;0,982725117;Подземная, открытая;Монолитно-кирпичный;Нет;50 789 337;Долевое участие (214-ФЗ);2082,142006;Да;Да
Новостройка;Нижегородский;1;Нет;44,58866965;18,38338465;13,63807227;8,301275995;16,09597863;Совмещенный;0;0;Да;Предчистовая;2.7 ;Горьковская;28;1,940750046;2,041595349;Подземная;Монолитный;Нет;10 773 899;Долевое участие (214-ФЗ);2044,679362;Да;Да
Вторичка;Канавинский ;1;Нет;34,65358446;23,49046749;6,784749943;2,066916908;10,08226857;Раздельный;0;0;Нет;Дизайнерский;2.6;Нет;;0;0,973283544;Открытая;Кирпичный;Да;5 259 694;Свободная продажа;2064,19553;Нет;Да
Вторичка;Нижегородский;1;Нет;52,68749612;21,72943774;14,07082876;13,5449602;24,62600555;Раздельный;1;0;Нет;Дизайнерский;2.7 ;Нет;;0,97626644;4,128707621;Подземная;Монолитный;Да;12 202 358;Свободная продажа;2022,71355;Нет;Да
Новостройка;Канавинский;1;Нет;29,90094798;15,73059156;9,539426959;10,33031524;21,98016678;Совмещенный;1;0;Да;Предчистовая;2.7 ;Нет;;0,998912437;1,033089189;Подземная, открытая;Монолитный;Нет;6 295 064;Долевое участие (214-ФЗ);2020,381065;Да;Да
Вторичка;Нижегородский;1;Да;25,12988838;18,04646078;3,911534447;2,992252841;9,195247713;Совмещенный;0;0;Нет;Косметический;2.6;Горьковская ;20;0;1,026872385;Открытая;Кирпичный;Да;6 080 376;Свободная продажа;1978,50799;Нет;Нет
Новостройка;Приокский;1;Нет;34,46287282;15,94100724;10,77412137;3,002421563;3,877834569;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;1,048161352;1,007515308;Открытая;Монолитный;Нет;4 295 451;Долевое участие (214-ФЗ);1928,922918;Да;Да
Новостройка;Канавинский;1;Нет;19,91454802;11,27053135;4,586607939;19,43921129;22,21587823;Совмещенный;0;1;Да;Чистовая;2.7 ;Бурнаковская;30;1,033274392;1,031518275;Открытая;Блочный;Нет;4 794 432;Долевое участие (214-ФЗ);2113,433861;Да;Да
Вторичка;Сормовский;3;Нет;59,23038321;45,510222;4,914802668;5,037568697;5,076124482;Совмещенный;0;1;Нет;Требует ремонта;2.6;Нет;;0;0;Открытая;Кирпичный;Нет;6 739 170;Свободная продажа;;Нет;Нет
Вторичка;Нижегородский;2;Нет;40,70106443;21,40250654;7,157144034;3,875507778;4,016764023;Совмещенный;0;0;Нет;Косметический;3 ;Горьковская;20;0;0;Открытая;Кирпичный;Нет;9 626 903;Свободная продажа;1988,062812;Нет;Да
Вторичка;Кстовский;1;Нет;33,23864796;9,636096244;16,35977193;3,006691016;14,29824151;Совмещенный;0;1;Нет;Дизайнерский;2.7 ;Нет;;1,006336037;1,0101318;Открытая;Монолитный;Да;6 073 049;Свободная продажа;1954,020669;Да;Да
Вторичка;Ленинский;2;Нет;43,99352846;29,41431322;5,469992872;0,981210474;4,791190863;Совмещенный;0;0;Нет;Косметический;2.5 ;Заречная;12;0;0;Открытая;Панельный;Да;6 560 484;Свободная продажа;2022,178304;Нет;Да
Вторичка;Автозаводский;1;Нет;35,06674806;16,42090883;8,878586803;8,616068209;9,295929069;Совмещенный;1;0;Нет;Требует ремонта;2.5 ;Нет;;0;0,969456447;Открытая;Кирпичный;Да;4 199 623;Свободная продажа;1934,829644;Нет;Да
Вторичка;Автозаводский;1;Нет;31,49430548;16,37575083;7,154351797;3,91182305;9,449484967;Раздельный;1;0;Нет;Косметический;2.6;Пролетарская;17;0;0,990019526;Открытая;Панельный;Нет;3 698 792;Свободная продажа;2079,231203;Нет;Да
Вторичка;Автозаводский;3;Нет;63,11823966;39,84577742;7,718340751;2,929280997;9,404913024;Раздельный;1;0;Нет;Косметический;2.6 ;Нет;;0;1,020551273;Открытая;Панельный;Нет;6 810 458;Свободная продажа;1970,21504;Нет;Да
Вторичка;Сормовский;2;Нет;40,30963244;33,54895796;6,083717934;2,007950925;4,944438341;Раздельный;0;1;Нет;Евро;2.5 ;Нет;;0;0;Открытая;Панельный;Нет;5 812 474;Свободная продажа;1957,85742;Нет;Да
Новостройка;Ленинский;1;Да;24,12636297;8,901288993;7,375565483;14,78267225;28,99422081;Совмещенный;0;0;Да;Без отделки;2.7 ;Ленинская ;18;1,016257228;0,972299486;Подземная, открытая;Монолитный;Нет;5 704 814;Долевое участие (214-ФЗ);2001,644133;Да;Да
Новостройка;Нижегородский;2;Нет;58,24873188;25,52230214;16,5872107;13,59623265;24,01616022;Совмещенный;0;0;Да;Предчистовая;3 ;Нет;;1,046692013;2,021620818;Подземная, открытая;Монолитный;Нет;15 550 123;Долевое участие (214-ФЗ);1947,528184;Да;Да
Новостройка;Нижегородский;2;Нет;67,51252404;41,0284349;13,32065418;5,116851097;13,2133585;Раздельный;1;0;Да;Предчистовая;2.7 ;Горьковская;2;1,035743981;0,954064693;Подземная;Блочный;Нет;13 188 808;Свободная продажа;1969,148291;Да;Да
Новостройка;Нижегородский;1;Нет;48,46787711;10,77398292;19,87496824;2,938236056;6,041963658;Совмещенный;0;0;Да;Без отделки;3.2 ;Горьковская;20;1,992537878;2,010037086;Подземная;Монолитно-кирпичный;Нет;17 706 933;Долевое участие (214-ФЗ);2125,364702;Да;Да
Вторичка;Автозаводский;1;Нет;32,29067542;16,31973927;7,605624788;4,127964814;9,056813327;Раздельный;1;0;Нет;Косметический;2.6;Пролетарская;17;0;0,999772479;Открытая;Панельный;Нет;4 028 317;Свободная продажа;1977,079571;Нет;Да
Вторичка;Автозаводский;3;Нет;74,76504805;44,86506768;8,049592864;8,215334172;13,88104531;Раздельный;1;0;Нет;Требует ремонта;3 ;Парк культуры;17;0,973208408;1,030723605;Открытая;Кирпичный;Нет;8 016 463;Свободная продажа;1947,603971;Нет;Да
Новостройка;Ленинский;2;Нет;51,35105316;25,31229051;15,14925575;21,12789723;28,54572334;Раздельный;0;0;Да;Без отделки;2.7 ;Ленинская ;18;0,990113455;0,963467204;Подземная, открытая;Монолитно-кирпичный;Нет;10 489 509;Долевое участие (214-ФЗ);2109,998581;Да;Да
Вторичка;Ленинский;1;Нет;32,46642764;22,17127306;8,956266395;1,910195677;9,854343699;Совмещенный;1;0;Нет;Косметический;2.6;Нет;;0;1,041916691;Открытая;Панельный;Да;5 533 616;Свободная продажа;1939,473923;Нет;Да
Новостройка;Кстовский;2;Нет;49,72956687;20,94441212;16,83867398;6,696918255;16,02092131;Раздельный;0;1;Да;Чистовая;2.7 ;Нет;;1,012108531;0,971701921;Открытая;Монолитный;Нет;7 611 424;Долевое участие (214-ФЗ);2008,07708;Да;Да
Вторичка;Нижегородский;1;Нет;41,16663319;14,84881755;15,33903307;10,01239914;24,18224381;Совмещенный;0;1;Да;Евро;2.6;Нет;;0;0,969802633;Открытая;Блочный;Нет;10 758 546;Свободная продажа;1997,200718;Да;Нет
Вторичка;Автозаводский;2;Нет;43,75104228;28,85592445;5,729299928;3,118392131;5,165530471;Совмещенный;0;1;Нет;Косметический;2.6;Нет;;0;0;Открытая;Кирпичный;Нет;5 633 559;Свободная продажа;1965,194062;Нет;Нет
Новостройка;Канавинский;1;Нет;40,6087673;12,54571277;17,93691245;1,993803183;23,22973529;Совмещенный;1;0;Да;Предчистовая;2.7 ;Чкаловская;10;2,004822105;1,958746903;Подземная, открытая;Монолитно-кирпичный;Нет;6 465 486;Долевое участие (214-ФЗ);1981,674676;Да;Да
Новостройка;Приокский;1;Нет;50,10435689;36,09696406;4,934648117;0,968367807;3,90171673;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;0,965757237;0,970199935;Открытая;Монолитный;Нет;5 950 497;Долевое участие (214-ФЗ);1973,638866;Да;Да
Новостройка;Нижегородский;1;Да;27,09009619;19,05665614;4,385595903;8,185025132;20,26777624;Совмещенный;1;0;Да;Чистовая;2.7 ;Нет;;1,032717731;0,972451648;Открытая;Монолитно-кирпичный;Нет;9 954 974;Свободная продажа;2049,712397;Да;Да
Вторичка;Приокский;1;Нет;38,74149775;20,41527023;9,518003592;1,036897079;12,46702203;Раздельный;1;0;Нет;Требует ремонта;2.6 ;Нет;;1,005435317;1,008323611;Открытая;Кирпичный;Нет;5 736 262;Свободная продажа;1940,899043;Нет;Да
Вторичка;Советский;2;Нет;57,82414409;27,00076098;17,15895358;4,956315914;15,2862879;Совмещенный;0;0;Нет;Дизайнерский;2.7 ;Нет;;1,0257534;1,030089883;Открытая;Монолитный;Нет;13 181 413;Свободная продажа;2117,442366;Да;Да
Вторичка;Нижегородский;2;Нет;48,46112432;30,21975199;7,068733482;4,84726;9,131610702;Раздельный;0;1;Нет;Косметический;2.5 ;Нет;;0;0,966421365;Открытая;Панельный;Да;7 994 990;Свободная продажа;1995,066577;Нет;Да
Вторичка;Автозаводский;2;Нет;53,66829819;28,57317761;8,614086836;9,115501729;9,755253007;Раздельный;1;0;Нет;Требует ремонта;2.5 ;Парк культуры;16;0;0,999275203;Открытая;Панельный;Нет;6 732 850;Свободная продажа;2005,969516;Нет;Да
Новостройка;Автозаводский;1;Да;23,62897178;12,64489145;3,548501219;16,15408364;16,96069108;Совмещенный;1;0;Да;Чистовая;2.7 ;Нет;;0,957229472;1,007597291;Открытая;Панельный;Нет;4 365 911;Долевое участие (214-ФЗ);1927,402152;Да;Да
Новостройка;Московский;2;Нет;60,74687484;25,18039161;22,49452357;3,119063653;19,39000902;Раздельный;0;0;Да;Без отделки;2.7 ;Буревестник;16;0,96206873;0,97419416;Открытая;Кирпичный;Нет;10 113 567;Долевое участие (214-ФЗ);2006,838337;Да;Да
Новостройка;Сормовский;1;Нет;38,22692382;13,70767516;15,73439263;9,902009342;18,3673062;Совмещенный;0;0;Да;Без отделки;2.8;Нет;;0,996792307;1,043466225;Подземная;Монолитный;Нет;6 363 528;Долевое участие (214-ФЗ);1986,669379;Да;Да
Вторичка;Прикоский;2;Нет;46,00563479;27,2792396;6,924266599;0,985008404;8,621780576;Раздельный;1;0;Нет;Косметический;2.5 ;Нет;;0;1,033383933;Открытая;Панельный;Нет;6 454 422;Свободная продажа;2013,485672;Нет;Да
Вторичка;Автозаводский;3;Нет;55,16932337;37,81446227;5,241153753;4,081975707;5,075733781;Совмещенный;0;1;Нет;Косметический;2.5 ;Пролетарская;8;0;0;Открытая;Панельный;Да;6 546 774;Свободная продажа;2005,236276;Нет;Да
Новостройка;Ленинский;2;Нет;55,92385318;23,06221531;20,25298731;6,888986075;30,45644761;Раздельный;0;0;Да;Без отделки;2.7 ;Ленинская ;18;0,991486872;1,014290943;Подземная, открытая;Монолитно-кирпичный;Нет;9 932 908;Долевое участие (214-ФЗ);2099,405348;Да;Да
Новостройка;Московский;1;Нет;42,59302987;11,7998592;21,63764263;2,032099626;25,65971986;Совмещенный;0;0;Да;Без отделки;2.7 ;Буревестник;16;1,035958376;1,0029897;Открытая;Кирпичный;Нет;6 824 138;Долевое участие (214-ФЗ);1965,880698;Да;Да
Вторичка;Советский;2;Нет;54,44915611;27,15776453;17,11760555;5,161274732;14,817806;Совмещенный;0;0;Нет;Дизайнерский;2.7 ;Нет;;1,014222653;0,963920005;Открытая;Монолитный;Нет;13 225 779;Свободная продажа;2067,623649;Да;Да
Новостройка;Приокский;1;Нет;34,86581291;15,52734043;11,07855872;4,181636696;4,148398352;Совмещенный;0;0;Да;Предчистовая;2.7 ;Нет;;0,955757361;0,957856471;Открытая;Монолитный;Нет;4 235 979;Долевое участие (214-ФЗ);2018,635881;Да;Да
Вторичка;Канавинский ;1;Нет;30,48007506;19,29030651;5,705584087;4,074142167;3,821975739;Совмещенный;0;1;Нет;Косметический;2.5 ;Московская ;8;0;0;Открытая;Кирпичный;Нет;4 223 629;Свободная продажа;1939,53183;Нет;Нет
Вторичка;Советский;2;Нет;54,30561307;23,94873588;16,85679962;14,14369927;25,771832;Раздельный;1;0;Нет;Косметический;2.6;Нет;;0,987923497;1,043702615;Открытая;Блочный;Нет;10 135 042;Свободная продажа;1935,138827;Нет;Нет
Вторичка;Канавинский ;3;Нет;61,75905088;41,09920849;8,282122337;4,028393387;8,887240352;Раздельный;1;0;Нет;Дизайнерский;2.6 ;Нет;;0;1,019808057;Открытая;Кирпичный;Да;7 910 031;Свободная продажа;1969,312473;Нет;Да
Вторичка;Нижегородский;1;Нет;30,48404978;13,95350266;9,087560254;0,991344352;10,19206032;Совмещенный;1;0;Нет;Евро;2.5 ;Нет;;0;1,008368446;Открытая;Кирпичный;Да;5 942 224;Свободная продажа;1909,267042;Нет;Нет
Новостройка;Советский;2;Нет;55,10581976;26,45431431;12,15357188;3,838327498;18,53170262;Совмещенный;0;0;Да;Чистовая;2.7 ;Горьковская;17;1,041288115;1,030413851;Подземная;Панельный;Нет;11 477 703;Долевое участие (214-ФЗ);2091,87653;Да;Да
Вторичка;Автозаводский;4;Нет;91,65552255;65,16018382;13,69927992;5,081483347;6,244171452;Раздельный;1;1;Нет;Дизайнерский;3.2 ;Нет;;0;1,049907635;Открытая;Кирпичный;Да;14 353 377;Свободная продажа;2022,04106;Нет;Да
Новостройка;Нижегородский;2;Нет;68,23187627;32,02756001;20,54605091;6,699804062;19,36393923;Совмещенный;0;0;Да;Предчистовая;3 ;Нет;;1,022064691;1,984442771;Подземная, открытая;Монолитный;Нет;17 125 365;Долевое участие (214-ФЗ);2050,392866;Да;Да
Новостройка;Нижегородский;1;Нет;38,642096;13,98682534;15,34576207;2,075558876;18,76332417;Совмещенный;0;0;Да;Без отделки;2.7 ;Нет;;1,036287444;0,974753522;Подземная, открытая;Монолитный;Нет;6 158 067;Долевое участие (214-ФЗ);1984,17516;Да;Да
Вторичка;Канавинский ;1;Нет;34,58016216;15,99594903;7,5670681;5,709545617;8,631846685;Раздельный;0;1;Нет;Евро;2.7 ;Канавинская ;10;0;0,959687879;Открытая;Панельный;Да;5 749 861;Альтернативная;1899,626846;Нет;Да
Вторичка;Сормовский;1;Нет;22,19041535;12,02809104;4,906860281;6,054422541;9,037092804;Совмещенный;0;0;Нет;Косметический;2.7 ;Бурнаковская ;7;0;0,998052215;Открытая;Кирпичный;Да;3 948 186;Альтернативная;2013,738971;Нет;Да
Новостройка;Канавинский;3;Нет;73,82270199;46,82610031;11,07630717;3,004940855;9,219677735;Раздельный;1;0;Да;Предчистовая;2.7 ;Нет;;0,984237831;0,982237954;Открытая;Панельный;Нет;8 387 667;Свободная продажа;2038,160642;Да;Да
